workload,size,platform,configuration,threads,runtime,energy,edp,power,runtime_regret_pct,energy_regret_pct,strict_pareto
CONV2D,2,INTEL,2T,2,0.0101917221938775,0.8140106789473682,0.0082326347016546,79.39014080846854,3422.8050252395024,780.5218958091281,False
CONV2D,2,INTEL,4T,4,0.0053186961329787,0.562641539893617,0.0029754478856621,105.802438987812,1738.426235384932,508.6138771652739,False
CONV2D,2,INTEL,8T,8,0.0028661016988636,0.4258977485795454,0.0012216330060497,149.31179292281487,890.6782460838261,360.6970187234459,False
CONV2D,2,INTEL,10T,10,0.0023674438376168,0.3934565298329355,0.00093475275937,165.85688960549666,718.3153827661132,325.6050915879661,False
CONV2D,2,INTEL,16T,16,0.0027300620365853,0.4201816717877095,0.0011487520495765,153.5153824156209,843.6556529646989,354.51389250224395,False
CONV2D,2,INTEL,20T,20,0.0023610855511727,0.3791731833688699,0.0008969229826298,160.1342543945515,716.1176184421754,310.1546808841394,False
CONV2D,3,3090,gpu_resident,-1,0.0002380348142352,0.0784748464808691,1.8652604101657136e-05,331.43452204395624,0.0,0.0,True
CONV2D,3,5060ti,gpu_resident,-1,0.0004731176098644,0.084270028275212,3.983201198982845e-05,177.82615790765743,98.75983745676666,7.3847634678147145,False
CONV2D,3,AMD,1T,1,0.0310757721666666,2.372895015151516,0.0737713340939017,76.35326773485343,12955.137445550681,2923.7650936086757,False
CONV2D,3,AMD,2T,2,0.0149275039626865,1.4271104626865672,0.0213005112076088,95.38920984159635,6171.143156369039,1718.5578267228261,False
CONV2D,3,AMD,4T,4,0.007419971537037,0.9717812888888888,0.0072104369054,130.86562594611507,3017.179123934953,1138.3347435101941,False
CONV2D,3,AMD,8T,8,0.0037727315770676,0.7390405582706767,0.0027881788623906,195.7016509736878,1484.9494911865281,841.7547041023431,False
CONV2D,3,AMD,10T,10,0.0031042082962962,0.6967087593167702,0.0021627524008282,224.5153646989791,1204.098438822886,787.8115607229848,False
CONV2D,3,AMD,16T,16,0.0019796545701581,0.5679677262845849,0.0011245750034373,286.78347940458445,731.6659798352108,623.7576774655383,False
CONV2D,3,AMD,20T,20,0.0016642344595041,0.477626873553719,0.0007948831013302,286.93305624135496,599.155904925607,508.6369008318567,False
CONV2D,3,AMD,32T,32,0.0011554848568985,0.3091019224629418,0.0003571627377296,267.5751818174992,385.42683162168714,293.8866226878136,False
CONV2D,3,AMD,64T,64,0.0011875674852594,0.2996115106257379,0.0003545213331255,253.067928759784,398.90495601453307,281.7930509730635,False
CONV2D,3,INTEL,1T,1,0.0188871943679245,1.1311252692307692,0.0217190467190791,58.99019872230921,7834.63528795508,1341.3857687590626,False
CONV2D,3,INTEL,2T,2,0.0091348010545454,0.7475416954545455,0.0070584752255578,79.21724526811961,3737.5903474016154,852.5876493900298,False
CONV2D,3,INTEL,4T,4,0.0048433920047846,0.5178184191919192,0.0024908104278586,106.19041886252542,1934.741019017029,559.8527329622174,False
CONV2D,3,INTEL,8T,8,0.002623572220052,0.3915166341145834,0.001028114452294,143.65824466360348,1002.1800439072213,398.9071679293171,False
CONV2D,3,INTEL,10T,10,0.0022424372312373,0.358497366972477,0.0008168508949091,162.34280631687687,842.0627139950918,356.8309248746003,False
CONV2D,3,INTEL,16T,16,0.0025625471243654,0.4101718705583756,0.0010516477261296,155.18962424485582,976.5429975437839,422.67941761232873,False
CONV2D,3,INTEL,20T,20,0.0022411155,0.3907400053763441,0.000886046111758,174.79753799216428,841.5074459593857,397.9175148454738,False
CONV2D,4,3090,gpu_resident,-1,0.0003062447918572,0.1001294602012808,3.067337682275305e-05,327.0043278489277,0.0,16.22600414579951,True
CONV2D,4,5060ti,gpu_resident,-1,0.0004846154214079,0.0861506518590053,4.162082554943685e-05,177.80523568975954,58.24446138952564,0.0,True
CONV2D,4,AMD,1T,1,0.0304817714848484,2.3210360909090912,0.0707901557717341,76.06053207516692,9853.400774587493,2594.1596387543455,False
CONV2D,4,AMD,2T,2,0.0151544456515151,1.427058318181818,0.0216458119265154,94.23050861535124,4848.474571473373,1556.4683927375854,False
CONV2D,4,AMD,4T,4,0.0075973408947368,0.967936030075188,0.0073641295410768,127.37112734045256,2380.8065628359786,1023.5388348068662,False
CONV2D,4,AMD,8T,8,0.003864740007722,0.7295719343629343,0.0028206703390013,188.8515654322137,1161.9773823040568,746.8559652420927,False
CONV2D,4,AMD,10T,10,0.003130842965625,0.6806244565217391,0.0021275305677772,217.00384362466352,922.3334563955269,690.0398219106378,False
CONV2D,4,AMD,16T,16,0.0020041032748015,0.574994626984127,0.0011525239522293,286.7667896118324,554.4121983749525,567.4292237801831,False
CONV2D,4,AMD,20T,20,0.0016870654521812,0.4834760989932886,0.000816121597811,286.8913704954379,450.8878834967643,461.19842225285606,False
CONV2D,4,AMD,32T,32,0.0011607068039772,0.3173800539772727,0.0003683663670217,273.64112986615106,279.01274889874054,268.40122173039254,False
CONV2D,4,AMD,64T,64,0.0011965880670225,0.2903272330960854,0.0003476391931357,242.3507619531657,290.72927894246817,236.9994617930886,False
CONV2D,4,INTEL,1T,1,0.022894172215909,1.4817138837209305,0.0339605638898411,63.173118173654544,7375.775204883944,1619.9102406629643,False
CONV2D,4,INTEL,2T,2,0.0114242974942528,0.8941399540229885,0.01022024768341,78.00657085421783,3630.446295909541,937.8794991433653,False
CONV2D,4,INTEL,4T,4,0.0056336019353932,0.5916,0.0033345339900472,104.30949510772372,1739.574773248752,586.7040321043842,False
CONV2D,4,INTEL,8T,8,0.0030713290945121,0.451609993902439,0.0013875874031286,146.5348079192957,902.9000251355267,424.2096074229905,False
CONV2D,4,INTEL,10T,10,0.0025760560875634,0.410718193902439,0.0010562356384894,159.76540437193415,741.1754766313214,376.7441511349478,False
CONV2D,4,INTEL,16T,16,0.002606036418575,0.4146873237704918,0.0010858325138522,157.27360791663892,750.9651389566092,381.35134769400423,False
CONV2D,4,INTEL,20T,20,0.002491494742647,0.430116029040404,0.0011008014039825,177.36471149417392,713.5631393231229,399.2603303157063,False
CONV2D,5,3090,gpu_resident,-1,0.0004733076907677,0.1587692853762423,7.516846282475107e-05,335.31031926043886,0.0,0.0,True
CONV2D,5,5060ti,gpu_resident,-1,0.0010487651956087,0.1862388282025819,0.0001949508020594,178.32506534848417,121.58211583412348,17.30154718605923,False
CONV2D,5,AMD,1T,1,0.0935557904090909,6.784058454545454,0.6318490920556734,72.47471665254024,19666.37866529158,4172.903564734818,False
CONV2D,5,AMD,2T,2,0.0494658983333333,4.139881928571429,0.2048383554482504,83.54212436915256,10351.108084278145,2507.482876024147,False
CONV2D,5,AMD,4T,4,0.0257072899875,2.713870075,0.0697123991123103,105.47331909656192,5331.411846657943,1609.3168042980274,False
CONV2D,5,AMD,8T,8,0.011591291091954,1.7905085057471264,0.0207881334704063,155.05838027208927,2348.9969882283235,1027.7423725275846,False
CONV2D,5,AMD,10T,10,0.0098475020194174,1.7195312619047618,0.0169218661586511,173.0800090253537,1980.5708868674533,983.0377285064399,False
CONV2D,5,AMD,16T,16,0.0059614922982456,1.4099855789473683,0.0083964372160376,236.58215144604785,1159.5384386372687,788.07200687845,False
CONV2D,5,AMD,20T,20,0.0051717255979381,1.364837482142857,0.007076170229507,264.4724789483839,992.6772792450546,759.6357153769029,False
CONV2D,5,AMD,32T,32,0.0030901042752293,0.8868942293577982,0.0027402481620032,286.94086732216044,552.8743004824587,458.60566938755653,False
CONV2D,5,AMD,64T,64,0.0028799458508522,0.7427797698863636,0.0021387264510902,257.6772095096608,508.4722279033663,367.8359344669008,False
CONV2D,5,INTEL,1T,1,0.0456709579318181,2.7529857045454547,0.1281601858300956,61.11749123926417,9549.316675530941,1633.9535779994146,False
CONV2D,5,INTEL,2T,2,0.0227369961999999,1.9037506777777773,0.0433474532327068,83.58654544525206,4703.850992389483,1099.0673594495174,False
CONV2D,5,INTEL,4T,4,0.0121015435738636,1.297084237804878,0.0158280111641947,105.04985169240986,2456.8026486607528,716.9616905002265,False
CONV2D,5,INTEL,8T,8,0.0067268879019607,1.0133582843137252,0.0068104071602238,148.58733484594035,1321.250495856038,538.2583897838472,False
CONV2D,5,INTEL,10T,10,0.0063174054813664,1.0173943726708077,0.0064295002829032,158.61705137309923,1234.7354384036387,540.8004988243446,False
CONV2D,5,INTEL,16T,16,0.0068892084246575,1.0773361493055558,0.0074351761578706,155.20558112182903,1355.5454219396431,578.554511820436,False
CONV2D,5,INTEL,20T,20,0.0064635845961538,1.0498521855345913,0.0067676192761994,161.22526787384257,1265.620023133352,561.2438816781923,False
CONV2D,6,3090,gpu_resident,-1,0.0007474163896627,0.2526645894428152,0.0001888588882384,339.9150058830869,0.0,15.916102062308624,True
CONV2D,6,5060ti,gpu_resident,-1,0.0012177912001216,0.2179719512195121,0.0002658100575788,178.82690867520347,62.93343536006408,0.0,True
CONV2D,6,AMD,1T,1,0.1211086398333333,9.190166333333334,1.1111251500561932,75.66281907045095,16103.637157058887,4116.215105620737,False
CONV2D,6,AMD,2T,2,0.0608879819117647,5.507739529411765,0.3355467236888535,90.48433700388364,8046.460628090148,2426.811132623715,False
CONV2D,6,AMD,4T,4,0.0307383907727272,3.6725041969696974,0.1129547531189052,119.38365310682892,4012.6193107163554,1584.851732721906,False
CONV2D,6,AMD,8T,8,0.0158110545078125,2.7522819062500004,0.043514988448668,174.470261516155,2015.427856077365,1162.6770971455273,False
CONV2D,6,AMD,10T,10,0.01271476694375,2.54486484375,0.0323997735445733,200.0898517608104,1601.162447011367,1067.5194122509615,False
CONV2D,6,AMD,16T,16,0.0086087858135593,2.249133093220339,0.0193618143868958,261.2408138104873,1051.8058651944123,931.8451895470322,False
CONV2D,6,AMD,20T,20,0.0071839707428571,2.060922310714286,0.0148044440333409,286.7840851524644,861.1738305737636,845.4988585383637,False
CONV2D,6,AMD,32T,32,0.0057522896522988,1.577701448275862,0.0090759053178021,274.25824462046626,669.6231621164661,623.8093889828112,False
CONV2D,6,AMD,64T,64,0.0058180355289017,1.4056095578034682,0.0081720083071273,242.15368103600355,678.4195810219401,544.8579966088971,False
CONV2D,6,INTEL,1T,1,0.0712388973928571,4.30705525,0.3105792790568735,59.84318418363152,9431.353389909787,1875.9676535915908,False
CONV2D,6,INTEL,2T,2,0.0359557475357142,2.951530703703704,0.1066168913269777,80.24176494706263,4710.671539052093,1254.08738931337,False
CONV2D,6,INTEL,4T,4,0.0191116566981132,2.06094969,0.0396897657737595,104.69570276402072,2457.029383144523,845.5114194598773,False
CONV2D,6,INTEL,8T,8,0.0110582729315789,1.6486653789473684,0.0182439075425047,148.31094401015952,1379.5331069163958,656.365839606149,False
CONV2D,6,INTEL,10T,10,0.0098974679660194,1.5926298834951456,0.0157684921038201,158.9529923988963,1224.2241009039162,630.6581762399614,False
CONV2D,6,INTEL,16T,16,0.0113505715505617,1.7668905113636364,0.0202798031772624,152.16517256725675,1418.6409754386143,710.6045302976902,False
CONV2D,6,INTEL,20T,20,0.0096999421826923,1.6082024466019418,0.0156355400169085,162.8402089551789,1197.7962909095113,637.8024730266217,False
GEMM,64,3090,gpu_resident,-1,5.217029646225186e-06,0.0008412728598968,4.3884049941422e-09,161.272674,131.38829681679445,585.6405729411613,False
GEMM,64,5060ti,gpu_resident,-1,9.9198e-06,0.0003328180970606,3.305062765486325e-09,33.558896000000004,339.967909406847,171.24801194919036,False
GEMM,64,AMD,1T,1,6.141290389648509e-06,0.0004489162576312,2.7544620769462603e-09,73.10533894163612,172.38156956733155,265.86845333702496,False
GEMM,64,AMD,2T,2,6.159581298579428e-06,0.000451306826107,2.7809819007266395e-09,73.31500632371731,173.1928170686408,267.81677571557367,False
GEMM,64,AMD,4T,4,6.150596234245028e-06,0.0004517064495809,2.778044956810056e-09,73.20037635337508,172.79430702094908,268.1424703631332,False
GEMM,64,AMD,8T,8,6.127075280692067e-06,0.0004459453095281,2.7324931305866e-09,72.75567523662829,171.7510939761345,263.44711936003466,False
GEMM,64,AMD,10T,10,6.172419863974154e-06,0.0004541538549446,2.804459982261312e-09,73.44997515925976,173.76223951430507,270.13711502098226,False
GEMM,64,AMD,16T,16,6.1467178740935855e-06,0.0004476439363255,2.7529329016632667e-09,72.88295674166744,172.6222920601881,264.8315066451842,False
GEMM,64,AMD,20T,20,6.173973482929481e-06,0.0004533963301336,2.799909293554025e-09,73.33371377934698,173.8311463958743,269.51972942566556,False
GEMM,64,AMD,32T,32,6.158818006621535e-06,0.0004516739233829,2.7826103914602046e-09,73.22482541984287,173.15896316362443,268.1159613883459,False
GEMM,64,AMD,64T,64,6.150360338662764e-06,0.0004512140479586,2.7774314011750022e-09,73.27155422228482,172.78384446261455,267.7411611725903,False
GEMM,64,INTEL,1T,1,2.27955353191567e-06,0.0001302476983123,2.955619710912405e-10,57.41033191136852,1.103893406916634,6.152368336318159,False
GEMM,64,INTEL,2T,2,2.3341587456962664e-06,0.0001422062872677,3.315061385578318e-10,61.11752635352188,3.5257710405143916,15.898663710632398,False
GEMM,64,INTEL,4T,4,2.495490320994838e-06,0.0001533466426762,3.8794209340223957e-10,60.86617984688321,10.681229407157456,24.978095639518227,False
GEMM,64,INTEL,8T,8,2.38046757703582e-06,0.0001511939551011,3.5991294544620287e-10,60.75489305707059,5.579683388700607,23.22364709765521,False
GEMM,64,INTEL,10T,10,2.2824659460891084e-06,0.0001300904409313,2.967401140859297e-10,57.03151408365595,1.2330662506447876,6.024202974105841,False
GEMM,64,INTEL,16T,16,2.2546644398164424e-06,0.0001226988152536,2.7486604971657544e-10,54.97036828195608,0.0,0.0,True
GEMM,64,INTEL,20T,20,2.305018734654989e-06,0.0001247672184763,2.8648912996634436e-10,55.193678515235504,2.233338759830983,1.6857564748485432,False
GEMM,128,3090,gpu_resident,-1,5.161102740856931e-06,0.0009229959547593,4.763598433803592e-09,178.839948,0.0,120.48317563063024,True
GEMM,128,5060ti,gpu_resident,-1,9.920571233570831e-06,0.0004186242111759,4.203116042249507e-09,41.7281745,92.21805361548867,0.0,True
GEMM,128,AMD,1T,1,3.946580300632912e-05,0.0029427126186708,1.1617693374288114e-07,74.51417589577596,664.6777246634767,602.9485013312604,False
GEMM,128,AMD,2T,2,2.514937415171166e-05,0.0022271713668124,5.5991049808740064e-08,88.44757697720928,387.2868341221191,432.02163356876986,False
GEMM,128,AMD,4T,4,1.4477002407821068e-05,0.0016263004085608,2.3492050405638932e-08,112.42009865792488,180.50211620893558,288.4869448884913,False
GEMM,128,AMD,8T,8,1.851245028841675e-05,0.002191258630499,4.0671802495355374e-08,119.4795415659128,258.69176061670515,423.4428807506941,False
GEMM,128,AMD,10T,10,1.824693754785081e-05,0.0021799541452477,3.978968904470808e-08,119.8531121008543,253.54726429687688,420.7424910098461,False
GEMM,128,AMD,16T,16,1.849728245798901e-05,0.0022111887767363,4.0896499320114425e-08,119.6003717588288,258.39787322113625,428.2037487810732,False
GEMM,128,AMD,20T,20,1.833611390898269e-05,0.0022073487775844,4.0488770671130143e-08,119.17531481178514,255.27511909089077,427.28645851228686,False
GEMM,128,AMD,32T,32,1.8381452121430503e-05,0.0021948070173858,4.032664273922641e-08,119.28717098101993,256.15357888377383,424.29051134445086,False
GEMM,128,AMD,64T,64,1.819382550821096e-05,0.0021762437822618,3.93274760725172e-08,119.41240942990076,252.5181811278983,419.85616793372066,False
GEMM,128,INTEL,1T,1,2.717564386971107e-05,0.0016505662807055,4.506482591140831e-08,60.8473368895535,426.5472367868213,294.2835212681847,False
GEMM,128,INTEL,2T,2,2.12574761399788e-05,0.0014973233556518,3.274268078996925e-08,71.70039034289941,311.87856950991994,257.67719966455684,False
GEMM,128,INTEL,4T,4,1.3199319247906131e-05,0.0012227639253655,1.60855323067685e-08,92.53256844533075,155.7461052541373,192.09106705290674,False
GEMM,128,INTEL,8T,8,1.2722437863895323e-05,0.0014828760522532,1.845036680450878e-08,119.34317653722177,146.50619262392235,254.2260606685542,False
GEMM,128,INTEL,10T,10,1.2571068788372388e-05,0.0014470509976176,1.8156633505523653e-08,114.59660859272012,143.57331019310675,245.66825305036394,False
GEMM,128,INTEL,16T,16,1.2725080469656098e-05,0.0014895722949091,1.9113586823657672e-08,118.28783668918292,146.55739497143338,255.8256438931103,False
GEMM,128,INTEL,20T,20,1.299612199374391e-05,0.0015768671286087,2.0540724076120875e-08,121.24285043131238,151.80901536531087,276.6784353392601,False
GEMM,256,3090,gpu_resident,-1,7.180509782803805e-06,0.0019915961861547,1.4299542522828053e-08,277.2113545,0.0,59.58431761807448,True
GEMM,256,5060ti,gpu_resident,-1,1.637327853013903e-05,0.0012479899127188,2.0442138841265857e-08,76.18963600000001,128.0239011629852,0.0,True
GEMM,256,AMD,1T,1,0.0002841132667617,0.0216576111584327,6.13752679230708e-06,75.96983213358709,3856.728357116186,1635.399536303195,False
GEMM,256,AMD,2T,2,0.0001553230745437,0.0144182130374265,2.249464664600933e-06,92.38231791618666,2063.1204363188035,1055.3148699748542,False
GEMM,256,AMD,4T,4,8.786470844212359e-05,0.0104991572671888,9.224941191056854e-07,119.61415658095244,1123.6555773873577,741.2854270845772,False
GEMM,256,AMD,8T,8,9.127028998723328e-05,0.0123504890570855,1.1269786829841705e-06,135.63428088798906,1171.0837078143297,889.6305195431769,False
GEMM,256,AMD,10T,10,0.0001003160276372,0.0140434021651964,1.4120363592707652e-06,140.45764396520832,1297.0599674892328,1025.2817047697317,False
GEMM,256,AMD,16T,16,7.063734392735529e-05,0.0120784995388762,8.528004993398196e-07,170.7589155870351,883.737172763425,867.8363114780846,False
GEMM,256,AMD,20T,20,9.476170093979715e-05,0.017719170652275,1.6790989484205224e-06,187.53848277563847,1219.707149020764,1319.8168167620058,False
GEMM,256,AMD,32T,32,7.319983755914967e-05,0.0159702319725969,1.1690187477611566e-06,218.1778974619709,919.4239653353277,1179.6763667588514,False
GEMM,256,AMD,64T,64,7.579181508147025e-05,0.0164481361500568,1.2465800715973144e-06,217.07153222955856,955.5213678975797,1217.9702802423958,False
GEMM,256,INTEL,1T,1,0.0001885600364963,0.0118498009332803,2.291367295880167e-06,64.53960357926127,2525.997905439412,849.510954576948,False
GEMM,256,INTEL,2T,2,0.000111381581883,0.0090224798188729,9.930583948003097e-07,80.10610626576948,1451.1653803430702,622.9609572097452,False
GEMM,256,INTEL,4T,4,6.545919630063827e-05,0.0070102348500306,4.602089690816148e-07,107.42307680197558,811.6232451545819,461.72207632339763,False
GEMM,256,INTEL,8T,8,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,138.13997377684967,449.4347996800488,341.61626274828916,False
GEMM,256,INTEL,10T,10,6.503224979162659e-05,0.0087030169263319,5.664051066093366e-07,137.03930478602535,805.6773371072989,597.36276212137,False
GEMM,256,INTEL,16T,16,5.131122291021672e-05,0.0077932210092066,3.943641735829133e-07,149.60898916933672,614.5902514205753,524.4618590088386,False
GEMM,256,INTEL,20T,20,6.004461649695728e-05,0.0092104732330915,5.386624567408444e-07,155.15134675334946,736.2166240724958,638.0246538232096,False
GEMM,512,3090,gpu_resident,-1,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,317.8530975,0.0,0.0,True
GEMM,512,5060ti,gpu_resident,-1,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,107.5751375,206.71742120775747,3.7950094084099772,False
GEMM,512,AMD,1T,1,0.002179888286334,0.1687629781181619,0.0003675722859464,76.5672108889856,9506.555546852001,2239.57299223058,False
GEMM,512,AMD,2T,2,0.001123597237569,0.1056786632996633,0.0001186347655964,94.08802206382296,4851.583685578938,1365.0307150766826,False
GEMM,512,AMD,4T,4,0.0006020277945619,0.0757735513595166,4.559597278610637e-05,125.22987484830917,2553.0779056269353,950.4540525588387,False
GEMM,512,AMD,8T,8,0.0004976058266932,0.0746009567354965,3.714038809937707e-05,150.81882796329933,2092.900454823128,934.1982911129166,False
GEMM,512,AMD,10T,10,0.0005002458688032,0.0810933791645947,4.042527961689388e-05,161.31696350158865,2104.534863492021,1024.203198223735,False
GEMM,512,AMD,16T,16,0.0003065232558139,0.0648808432497734,1.98758411106551e-05,211.704916424676,1250.8181597371008,799.447676693849,False
GEMM,512,AMD,20T,20,0.0003519842357779,0.0775443065455791,2.729599580545993e-05,220.63056893532377,1451.160274503425,975.0021557942736,False
GEMM,512,AMD,32T,32,0.0003313285950413,0.0805506995041322,2.6700751814427708e-05,243.2443277261588,1360.1328758353616,1016.6799920608171,False
GEMM,512,AMD,64T,64,0.0004282555978031,0.1123216478664976,4.808983553880315e-05,262.2874674593834,1787.280744769064,1457.1228756540356,False
GEMM,512,INTEL,1T,1,0.001349437751004,0.0790135032552083,0.000106069269673,58.83063785106185,5846.840851115397,995.369732738287,False
GEMM,512,INTEL,2T,2,0.0007771700310559,0.0594339211956521,4.616145800240032e-05,77.83058526350976,3324.912698275438,723.9366145479512,False
GEMM,512,INTEL,4T,4,0.0004284252609603,0.0461172231005709,1.9484660491667607e-05,102.7845975685479,1788.0284337924484,539.3262956477568,False
GEMM,512,INTEL,8T,8,0.0002629244156504,0.0378899667030567,9.90559311926735e-06,146.63541638679277,1058.6823138615514,425.27126365902575,False
GEMM,512,INTEL,10T,10,0.0002991651590312,0.0458491040868454,1.379645076117929e-05,153.75616596219635,1218.3917432527057,535.6093429712256,False
GEMM,512,INTEL,16T,16,0.0002532285750188,0.0389238862779592,9.863923528014535e-06,153.89842185411533,1015.9536877274421,439.60456318095504,False
GEMM,512,INTEL,20T,20,0.0003046368181818,0.0491742718181818,1.500784502318081e-05,161.5976194827802,1242.5048126669546,581.7063762519749,False
GEMM,1024,3090,gpu_resident,-1,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,329.916699,0.0,0.0,True
GEMM,1024,5060ti,gpu_resident,-1,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,123.3350335,270.88426190293615,38.66541867324331,False
GEMM,1024,AMD,1T,1,0.0174476754385964,1.3368925789473685,0.0234255581505447,76.93402029134462,14320.689201854335,3249.560002654262,False
GEMM,1024,AMD,2T,2,0.0087680701754385,0.8341272938596491,0.0073129477806162,95.40774556042004,7146.903196075199,1989.8907396392335,False
GEMM,1024,AMD,4T,4,0.0046733674418604,0.5896492069767442,0.0027570117418762,126.0837738037141,3762.5878640573455,1377.355346561365,False
GEMM,1024,AMD,8T,8,0.0033118316831683,0.535258595709571,0.0017721945889184,161.61247873783765,2637.2640876947785,1241.080660854091,False
GEMM,1024,AMD,10T,10,0.0032367451612903,0.5565093403225807,0.0018004534837512,171.88267944907142,2575.204279265766,1294.3240143615235,False
GEMM,1024,AMD,16T,16,0.0019111419047619,0.4488921007604562,0.0008576660325907,234.43269094530137,1479.579097869117,1024.6909810798381,False
GEMM,1024,AMD,20T,20,0.0018998009433962,0.4753712253787879,0.0009047470790285,251.3955029201798,1470.2056727569548,1091.033945446277,False
GEMM,1024,AMD,32T,32,0.001783869680851,0.4823434441489362,0.0008604743917489,270.12555819701333,1374.3872520265543,1108.5027125634017,False
GEMM,1024,AMD,64T,64,0.0017508977272727,0.5024086896853146,0.00087965102994,286.97430344113394,1347.1355819342268,1158.7758197303283,False
GEMM,1024,INTEL,1T,1,0.0114667298850574,0.7185562873563218,0.0082394906456552,62.664448741543055,9377.374130208493,1700.3296881785084,False
GEMM,1024,INTEL,2T,2,0.0057486754385964,0.4798575327380952,0.0028201571792679,84.64794435200402,4651.341352839912,1102.274306808879,False
GEMM,1024,INTEL,4T,4,0.0030922656716417,0.3468855910447761,0.0010622581686775,108.94600447810856,2455.7904453944616,769.1155292189023,False
GEMM,1024,INTEL,8T,8,0.0017181529605263,0.2641295251677852,0.0004620644390444,156.4861966323262,1320.0716841732403,561.7717137144087,False
GEMM,1024,INTEL,10T,10,0.0018345819672131,0.3012675954545455,0.0005536288573196,162.4432918244113,1416.3014957272103,654.8204722812645,False
GEMM,1024,INTEL,16T,16,0.0022116209850107,0.3434189822175732,0.000764972093782,156.91553480546563,1727.9282514957144,760.4300039528488,False
GEMM,1024,INTEL,20T,20,0.0020503696969696,0.3323955616161616,0.0006817499217983,165.78825247482888,1594.6523479850714,732.8110244474077,False
GEMM,2048,3090,gpu_resident,-1,0.0007522031602708,0.250474416854778,0.0001885706667215,332.7494845,0.0,0.0,True
GEMM,2048,5060ti,gpu_resident,-1,0.0035105244755244,0.4714739583333333,0.0016621508297526,133.729569,366.6989798687603,88.2323808769213,False
GEMM,2048,AMD,1T,1,0.138984125,10.80127075,1.5073834550659373,78.09435152707687,18376.939787113424,4212.324941457971,False
GEMM,2048,AMD,2T,2,0.0710178666666666,7.0026189,0.4970312505064178,98.58601167536033,9341.31458329682,2695.742171169534,False
GEMM,2048,AMD,4T,4,0.0373827037037037,4.790577148148148,0.1788336576136858,128.30000705468387,4869.761585453269,1812.6013779385964,False
GEMM,2048,AMD,8T,8,0.0226487444444444,3.9354968,0.0891049730361555,173.4877506969398,2910.987674698235,1471.2170725530634,False
GEMM,2048,AMD,10T,10,0.02051512,3.8569154,0.0793940384711282,188.15558066570736,2627.3376507238245,1439.8440481193704,False
GEMM,2048,AMD,16T,16,0.0120242321428571,3.148085869047619,0.0378495644533677,262.5936416571436,1498.535180113876,1156.849265716762,False
GEMM,2048,AMD,20T,20,0.0124178209876543,3.387450901234568,0.0420473722593481,272.92315231978506,1550.859986174981,1252.4139286442858,False
GEMM,2048,AMD,32T,32,0.0087608478260869,2.51485082173913,0.022032226205995,287.01840660274127,1064.6917068166686,904.0350041805706,False
GEMM,2048,AMD,64T,64,0.0084523949579831,2.1149090714285714,0.017877733615508,251.7634213074164,1023.6851165235945,744.3613116204078,False
GEMM,2048,INTEL,1T,1,0.086887625,5.7682791818181816,0.5099783929609583,64.90370214427105,11451.084811810637,2202.9414557585574,False
GEMM,2048,INTEL,2T,2,0.0465387954545454,3.973443681818182,0.1846312413549235,84.33358456068012,6086.9981293073815,1486.3670756131296,False
GEMM,2048,INTEL,4T,4,0.0235325119047619,2.718036035714285,0.0653079603882035,113.12881700558792,3028.478202124275,985.1551507115271,False
GEMM,2048,INTEL,8T,8,0.0140407697368421,2.109212522058824,0.0300952732327889,151.15564354659324,1766.6193494570398,742.0870077448747,False
GEMM,2048,INTEL,10T,10,0.0144533591549295,2.3791204726027395,0.034632164442403,166.3125842695094,1821.4701450770506,849.8456978071835,False
GEMM,2048,INTEL,16T,16,0.0156591171875,2.575794446969697,0.0396167662363668,165.75059310777448,1981.7670031940004,928.3662816003724,False
GEMM,2048,INTEL,20T,20,0.0273102027027027,4.25093268918919,0.1156714048764342,156.20834336711613,3530.6950229869785,1597.1524447759584,False
GEMM,4096,3090,gpu_resident,-1,0.0055513555555555,1.7184388888888886,0.0095613850675,309.6614715,0.0,0.0,True
GEMM,4096,5060ti,gpu_resident,-1,0.0281354166666666,3.898097222222222,0.1095370164857253,138.55651749999998,406.8206564162546,126.83944406906788,False
GEMM,4096,AMD,1T,1,1.0969085,86.59272,94.7730082741045,78.83119377307892,19659.291024014354,4939.034006963686,False
GEMM,4096,AMD,2T,2,0.551253,53.7606895,29.35791131902875,97.22442334534044,9830.061126211516,3028.4609448498154,False
GEMM,4096,AMD,4T,4,0.2899064999999999,37.778169125,10.947151546987564,129.43697572486096,5122.2650323645175,2098.4004999692875,False
GEMM,4096,AMD,8T,8,0.1508828571428571,28.639518857142857,4.321786600880634,189.7458287072104,2617.9461958955517,1566.600950567445,False
GEMM,4096,AMD,10T,10,0.1332950625,28.063006625,3.738462156642712,209.6812025905155,2301.126376540689,1533.0523480613867,False
GEMM,4096,AMD,16T,16,0.0820877692307692,23.353643615384616,1.9168140641020148,284.2218701150519,1378.6977416465452,1259.0034400632458,False
GEMM,4096,AMD,20T,20,0.0780081923076923,22.239936923076925,1.734897275787207,285.1543240983567,1305.2098001473869,1194.1942286616236,False
